Energy	All	Alpha	Beta	Gama	Other
4169	39	39	0	0	0
4170	36	36	0	0	0
4171	38	38	0	0	0
4172	31	31	0	0	0
4173	35	35	0	0	0
4174	29	29	0	0	0
4175	42	42	0	0	0
4176	42	42	0	0	0
4177	51	51	0	0	0
4178	43	43	0	0	0
4179	44	44	0	0	0
4180	39	39	0	0	0
4181	38	38	0	0	0
4182	37	37	0	0	0
4183	34	34	0	0	0
4184	35	35	0	0	0
4185	36	36	0	0	0
4186	34	34	0	0	0
4187	33	33	0	0	0
4188	38	38	0	0	0
4189	49	49	0	0	0
4190	45	45	0	0	0
4191	31	31	0	0	0
4192	43	43	0	0	0
4193	45	45	0	0	0
4194	48	48	0	0	0
4195	27	27	0	0	0
4196	40	40	0	0	0
4197	40	40	0	0	0
4198	44	44	0	0	0
4199	42	42	0	0	0
4200	33	33	0	0	0
4201	35	35	0	0	0
4202	37	37	0	0	0
4203	38	38	0	0	0
4204	30	30	0	0	0
4205	41	41	0	0	0
4206	43	43	0	0	0
4207	36	36	0	0	0
4208	37	37	0	0	0
4209	45	45	0	0	0
4210	27	27	0	0	0
4211	28	28	0	0	0
4212	42	42	0	0	0
4213	41	41	0	0	0
4214	30	30	0	0	0
4215	36	36	0	0	0
4216	39	39	0	0	0
4217	37	37	0	0	0
4218	38	38	0	0	0
4219	43	43	0	0	0
4220	43	43	0	0	0
4221	45	45	0	0	0
4222	37	37	0	0	0
4223	40	40	0	0	0
4224	28	28	0	0	0
4225	36	36	0	0	0
4226	35	35	0	0	0
4227	26	26	0	0	0
4228	51	51	0	0	0
4229	39	39	0	0	0
4230	37	37	0	0	0
4231	44	44	0	0	0
4232	46	46	0	0	0
4233	40	40	0	0	0
4234	47	47	0	0	0
4235	38	38	0	0	0
4236	33	33	0	0	0
4237	42	42	0	0	0
4238	38	38	0	0	0
4239	44	44	0	0	0
4240	31	31	0	0	0
4241	36	36	0	0	0
4242	32	32	0	0	0
4243	41	41	0	0	0
4244	44	44	0	0	0
4245	41	41	0	0	0
4246	41	41	0	0	0
4247	42	42	0	0	0
4248	47	47	0	0	0
4249	32	32	0	0	0
4250	39	39	0	0	0
4251	37	37	0	0	0
4252	26	26	0	0	0
4253	51	51	0	0	0
4254	39	39	0	0	0
4255	32	32	0	0	0
4256	37	37	0	0	0
4257	35	35	0	0	0
4258	41	41	0	0	0
4259	49	49	0	0	0
4260	34	34	0	0	0
4261	40	40	0	0	0
4262	34	34	0	0	0
4263	52	52	0	0	0
4264	37	37	0	0	0
4265	36	36	0	0	0
4266	38	38	0	0	0
4267	30	30	0	0	0
4268	49	49	0	0	0
4269	28	28	0	0	0
4270	35	35	0	0	0
4271	44	44	0	0	0
4272	38	38	0	0	0
4273	37	37	0	0	0
4274	47	47	0	0	0
4275	42	42	0	0	0
4276	33	33	0	0	0
4277	46	46	0	0	0
4278	41	41	0	0	0
4279	47	47	0	0	0
4280	46	46	0	0	0
4281	43	43	0	0	0
4282	43	43	0	0	0
4283	35	35	0	0	0
4284	41	41	0	0	0
4285	44	44	0	0	0
4286	39	39	0	0	0
4287	45	45	0	0	0
4288	39	39	0	0	0
4289	43	43	0	0	0
4290	37	37	0	0	0
4291	43	43	0	0	0
4292	49	49	0	0	0
4293	41	41	0	0	0
4294	38	38	0	0	0
4295	41	41	0	0	0
4296	43	43	0	0	0
4297	38	38	0	0	0
4298	33	33	0	0	0
4299	41	41	0	0	0
4300	37	37	0	0	0
4301	36	36	0	0	0
4302	47	47	0	0	0
4303	55	55	0	0	0
4304	40	40	0	0	0
4305	34	34	0	0	0
4306	42	42	0	0	0
4307	29	29	0	0	0
4308	50	50	0	0	0
4309	34	34	0	0	0
4310	37	37	0	0	0
4311	36	36	0	0	0
4312	39	39	0	0	0
4313	45	45	0	0	0
4314	40	40	0	0	0
4315	34	34	0	0	0
4316	40	40	0	0	0
4317	40	40	0	0	0
4318	50	50	0	0	0
4319	39	39	0	0	0
4320	32	32	0	0	0
4321	35	35	0	0	0
4322	52	52	0	0	0
4323	36	36	0	0	0
4324	34	34	0	0	0
4325	32	32	0	0	0
4326	42	42	0	0	0
4327	36	36	0	0	0
4328	38	38	0	0	0
4329	46	46	0	0	0
4330	52	52	0	0	0
4331	53	53	0	0	0
4332	32	32	0	0	0
4333	50	50	0	0	0
4334	41	41	0	0	0
4335	43	43	0	0	0
4336	50	50	0	0	0
4337	39	39	0	0	0
4338	58	58	0	0	0
4339	45	45	0	0	0
4340	40	40	0	0	0
4341	38	38	0	0	0
4342	30	30	0	0	0
4343	40	40	0	0	0
4344	32	32	0	0	0
4345	38	38	0	0	0
4346	29	29	0	0	0
4347	42	42	0	0	0
4348	39	39	0	0	0
4349	32	32	0	0	0
4350	38	38	0	0	0
4351	51	51	0	0	0
4352	34	34	0	0	0
4353	47	47	0	0	0
4354	40	40	0	0	0
4355	43	43	0	0	0
4356	35	35	0	0	0
4357	32	32	0	0	0
4358	54	54	0	0	0
4359	44	44	0	0	0
4360	41	41	0	0	0
4361	41	41	0	0	0
4362	43	43	0	0	0
4363	39	39	0	0	0
4364	52	52	0	0	0
4365	56	56	0	0	0
4366	45	45	0	0	0
4367	49	49	0	0	0
4368	34	34	0	0	0
4369	25	25	0	0	0
4370	40	40	0	0	0
4371	33	33	0	0	0
4372	44	44	0	0	0
4373	48	48	0	0	0
4374	47	47	0	0	0
4375	36	36	0	0	0
4376	31	31	0	0	0
4377	45	45	0	0	0
4378	38	38	0	0	0
4379	37	37	0	0	0
4380	43	43	0	0	0
4381	33	33	0	0	0
4382	47	47	0	0	0
4383	38	38	0	0	0
4384	34	34	0	0	0
4385	39	39	0	0	0
4386	36	36	0	0	0
4387	46	46	0	0	0
4388	36	36	0	0	0
4389	42	42	0	0	0
4390	43	43	0	0	0
4391	32	32	0	0	0
4392	44	44	0	0	0
4393	43	43	0	0	0
4394	34	34	0	0	0
4395	29	29	0	0	0
4396	37	37	0	0	0
4397	27	27	0	0	0
4398	38	38	0	0	0
4399	38	38	0	0	0
4400	37	37	0	0	0
4401	41	41	0	0	0
4402	40	40	0	0	0
4403	35	35	0	0	0
4404	43	43	0	0	0
4405	38	38	0	0	0
4406	35	35	0	0	0
4407	43	43	0	0	0
4408	36	36	0	0	0
4409	38	38	0	0	0
4410	49	49	0	0	0
4411	42	42	0	0	0
4412	47	47	0	0	0
4413	38	38	0	0	0
4414	32	32	0	0	0
4415	22	22	0	0	0
4416	51	51	0	0	0
4417	45	45	0	0	0
4418	38	38	0	0	0
4419	33	33	0	0	0
4420	44	44	0	0	0
4421	33	33	0	0	0
4422	37	37	0	0	0
4423	34	34	0	0	0
4424	37	37	0	0	0
4425	31	31	0	0	0
4426	43	43	0	0	0
4427	30	30	0	0	0
4428	43	43	0	0	0
4429	32	32	0	0	0
4430	36	36	0	0	0
4431	24	24	0	0	0
4432	44	44	0	0	0
4433	36	36	0	0	0
4434	36	36	0	0	0
4435	45	45	0	0	0
4436	43	43	0	0	0
4437	28	28	0	0	0
4438	45	45	0	0	0
4439	39	39	0	0	0
4440	33	33	0	0	0
4441	44	44	0	0	0
4442	40	40	0	0	0
4443	31	31	0	0	0
4444	37	37	0	0	0
4445	26	26	0	0	0
4446	48	48	0	0	0
4447	29	29	0	0	0
4448	37	37	0	0	0
4449	30	30	0	0	0
4450	27	27	0	0	0
4451	37	37	0	0	0
4452	40	40	0	0	0
4453	37	37	0	0	0
4454	42	42	0	0	0
4455	33	33	0	0	0
4456	26	26	0	0	0
4457	34	34	0	0	0
4458	26	26	0	0	0
4459	27	27	0	0	0
4460	39	39	0	0	0
4461	39	39	0	0	0
4462	42	42	0	0	0
4463	42	42	0	0	0
4464	41	41	0	0	0
4465	30	30	0	0	0
4466	42	42	0	0	0
4467	35	35	0	0	0
4468	29	29	0	0	0
4469	34	34	0	0	0
4470	25	25	0	0	0
4471	23	23	0	0	0
4472	28	28	0	0	0
4473	37	37	0	0	0
4474	36	36	0	0	0
4475	30	30	0	0	0
4476	38	38	0	0	0
4477	33	33	0	0	0
4478	24	24	0	0	0
4479	36	36	0	0	0
4480	38	38	0	0	0
4481	34	34	0	0	0
4482	25	25	0	0	0
4483	42	42	0	0	0
4484	42	42	0	0	0
4485	34	34	0	0	0
4486	36	36	0	0	0
4487	33	33	0	0	0
4488	32	32	0	0	0
4489	27	27	0	0	0
4490	33	33	0	0	0
4491	28	28	0	0	0
4492	34	34	0	0	0
4493	20	20	0	0	0
4494	55	55	0	0	0
4495	28	28	0	0	0
4496	26	26	0	0	0
4497	26	26	0	0	0
4498	39	39	0	0	0
4499	33	33	0	0	0
4500	31	31	0	0	0
4501	25	25	0	0	0
4502	35	35	0	0	0
4503	34	34	0	0	0
4504	35	35	0	0	0
4505	32	32	0	0	0
4506	26	26	0	0	0
4507	19	19	0	0	0
4508	27	27	0	0	0
4509	34	34	0	0	0
4510	25	25	0	0	0
4511	24	24	0	0	0
4512	28	28	0	0	0
4513	30	30	0	0	0
4514	34	34	0	0	0
4515	39	39	0	0	0
4516	43	43	0	0	0
4517	31	31	0	0	0
4518	31	31	0	0	0
4519	35	35	0	0	0
4520	19	19	0	0	0
4521	35	35	0	0	0
4522	28	28	0	0	0
4523	29	29	0	0	0
4524	31	31	0	0	0
4525	31	31	0	0	0
4526	30	30	0	0	0
4527	25	25	0	0	0
4528	31	31	0	0	0
4529	29	29	0	0	0
4530	24	24	0	0	0
4531	33	33	0	0	0
4532	26	26	0	0	0
4533	23	23	0	0	0
4534	28	28	0	0	0
4535	23	23	0	0	0
4536	29	29	0	0	0
4537	29	29	0	0	0
4538	26	26	0	0	0
4539	22	22	0	0	0
4540	24	24	0	0	0
4541	27	27	0	0	0
4542	38	38	0	0	0
4543	22	22	0	0	0
4544	33	33	0	0	0
4545	25	25	0	0	0
4546	24	24	0	0	0
4547	24	24	0	0	0
4548	23	23	0	0	0
4549	28	28	0	0	0
4550	28	28	0	0	0
4551	25	25	0	0	0
4552	28	28	0	0	0
4553	21	21	0	0	0
4554	30	30	0	0	0
4555	31	31	0	0	0
4556	22	22	0	0	0
4557	25	25	0	0	0
4558	28	28	0	0	0
4559	22	22	0	0	0
4560	31	31	0	0	0
4561	20	20	0	0	0
4562	25	25	0	0	0
4563	22	22	0	0	0
4564	29	29	0	0	0
4565	21	21	0	0	0
4566	31	31	0	0	0
4567	23	23	0	0	0
4568	25	25	0	0	0
4569	26	26	0	0	0
4570	26	26	0	0	0
4571	29	29	0	0	0
4572	19	19	0	0	0
4573	24	24	0	0	0
4574	23	23	0	0	0
4575	17	17	0	0	0
4576	19	19	0	0	0
4577	26	26	0	0	0
4578	24	24	0	0	0
4579	20	20	0	0	0
4580	25	25	0	0	0
4581	15	15	0	0	0
4582	20	20	0	0	0
4583	17	17	0	0	0
4584	21	21	0	0	0
4585	25	25	0	0	0
4586	15	15	0	0	0
4587	26	26	0	0	0
4588	19	19	0	0	0
4589	23	23	0	0	0
4590	24	24	0	0	0
4591	19	19	0	0	0
4592	14	14	0	0	0
4593	20	20	0	0	0
4594	16	16	0	0	0
4595	17	17	0	0	0
4596	24	24	0	0	0
4597	16	16	0	0	0
4598	16	16	0	0	0
4599	18	18	0	0	0
4600	23	23	0	0	0
4601	16	16	0	0	0
4602	24	24	0	0	0
4603	22	22	0	0	0
4604	16	16	0	0	0
4605	8	8	0	0	0
4606	17	17	0	0	0
4607	23	23	0	0	0
4608	25	25	0	0	0
4609	18	18	0	0	0
4610	18	18	0	0	0
4611	14	14	0	0	0
4612	24	24	0	0	0
4613	22	22	0	0	0
4614	20	20	0	0	0
4615	15	15	0	0	0
4616	15	15	0	0	0
4617	15	15	0	0	0
4618	11	11	0	0	0
4619	26	26	0	0	0
4620	15	15	0	0	0
4621	7	7	0	0	0
4622	19	19	0	0	0
4623	15	15	0	0	0
4624	16	16	0	0	0
4625	14	14	0	0	0
4626	15	15	0	0	0
4627	18	18	0	0	0
4628	14	14	0	0	0
4629	15	15	0	0	0
4630	21	21	0	0	0
4631	16	16	0	0	0
4632	19	19	0	0	0
4633	8	8	0	0	0
4634	15	15	0	0	0
4635	17	17	0	0	0
4636	17	17	0	0	0
4637	20	20	0	0	0
4638	12	12	0	0	0
4639	13	13	0	0	0
4640	5	5	0	0	0
4641	13	13	0	0	0
4642	16	16	0	0	0
4643	14	14	0	0	0
4644	17	17	0	0	0
4645	17	17	0	0	0
4646	15	15	0	0	0
4647	15	15	0	0	0
4648	16	16	0	0	0
4649	9	9	0	0	0
4650	16	16	0	0	0
4651	16	16	0	0	0
4652	11	11	0	0	0
4653	17	17	0	0	0
4654	22	22	0	0	0
4655	14	14	0	0	0
4656	7	7	0	0	0
4657	12	12	0	0	0
4658	15	15	0	0	0
4659	11	11	0	0	0
4660	9	9	0	0	0
4661	17	17	0	0	0
4662	17	17	0	0	0
4663	11	11	0	0	0
4664	14	14	0	0	0
4665	13	13	0	0	0
4666	11	11	0	0	0
4667	10	10	0	0	0
4668	10	10	0	0	0
4669	14	14	0	0	0
4670	14	14	0	0	0
4671	11	11	0	0	0
4672	13	13	0	0	0
4673	18	18	0	0	0
4674	10	10	0	0	0
4675	10	10	0	0	0
4676	10	10	0	0	0
4677	14	14	0	0	0
4678	12	12	0	0	0
4679	16	16	0	0	0
4680	10	10	0	0	0
4681	10	10	0	0	0
4682	15	15	0	0	0
4683	6	6	0	0	0
4684	14	14	0	0	0
4685	10	10	0	0	0
4686	8	8	0	0	0
4687	12	12	0	0	0
4688	10	10	0	0	0
4689	9	9	0	0	0
4690	12	12	0	0	0
4691	11	11	0	0	0
4692	16	16	0	0	0
4693	9	9	0	0	0
4694	11	11	0	0	0
4695	8	8	0	0	0
4696	14	14	0	0	0
4697	13	13	0	0	0
4698	11	11	0	0	0
4699	9	9	0	0	0
4700	13	13	0	0	0
4701	14	14	0	0	0
4702	6	6	0	0	0
4703	3	3	0	0	0
4704	8	8	0	0	0
4705	5	5	0	0	0
4706	10	10	0	0	0
4707	2	2	0	0	0
4708	7	7	0	0	0
4709	5	5	0	0	0
4710	9	9	0	0	0
4711	10	10	0	0	0
4712	7	7	0	0	0
4713	7	7	0	0	0
4714	5	5	0	0	0
4715	10	10	0	0	0
4716	2	2	0	0	0
4717	12	12	0	0	0
4718	9	9	0	0	0
4719	8	8	0	0	0
4720	5	5	0	0	0
4721	6	6	0	0	0
4722	6	6	0	0	0
4723	11	11	0	0	0
4724	5	5	0	0	0
4725	7	7	0	0	0
4726	4	4	0	0	0
4727	12	12	0	0	0
4728	5	5	0	0	0
4729	8	8	0	0	0
4730	5	5	0	0	0
4731	5	5	0	0	0
4732	8	8	0	0	0
4733	6	6	0	0	0
4734	9	9	0	0	0
4735	5	5	0	0	0
4736	4	4	0	0	0
4737	12	12	0	0	0
4738	10	10	0	0	0
4739	4	4	0	0	0
4740	5	5	0	0	0
4741	8	8	0	0	0
4742	7	7	0	0	0
4743	3	3	0	0	0
4744	13	13	0	0	0
4745	8	8	0	0	0
4746	10	10	0	0	0
4747	6	6	0	0	0
4748	8	8	0	0	0
4749	5	5	0	0	0
4750	6	6	0	0	0
4751	11	11	0	0	0
4752	5	5	0	0	0
4753	5	5	0	0	0
4754	6	6	0	0	0
4755	7	7	0	0	0
4756	2	2	0	0	0
4757	8	8	0	0	0
4758	8	8	0	0	0
4759	9	9	0	0	0
4760	6	6	0	0	0
4761	3	3	0	0	0
4762	4	4	0	0	0
4763	5	5	0	0	0
4764	3	3	0	0	0
4765	4	4	0	0	0
4766	4	4	0	0	0
4767	7	7	0	0	0
4768	5	5	0	0	0
4769	6	6	0	0	0
4770	4	4	0	0	0
4771	6	6	0	0	0
4772	5	5	0	0	0
4773	6	6	0	0	0
4774	2	2	0	0	0
4775	3	3	0	0	0
4776	1	1	0	0	0
4777	5	5	0	0	0
4778	5	5	0	0	0
4779	3	3	0	0	0
4780	4	4	0	0	0
4781	6	6	0	0	0
4782	6	6	0	0	0
4783	3	3	0	0	0
4784	4	4	0	0	0
4785	2	2	0	0	0
4786	3	3	0	0	0
4787	5	5	0	0	0
4788	3	3	0	0	0
4789	6	6	0	0	0
4790	3	3	0	0	0
4791	3	3	0	0	0
4792	3	3	0	0	0
4793	1	1	0	0	0
4794	5	5	0	0	0
4795	5	5	0	0	0
4796	0	0	0	0	0
4797	4	4	0	0	0
4798	3	3	0	0	0
4799	4	4	0	0	0
4800	1	1	0	0	0
4801	2	2	0	0	0
4802	2	2	0	0	0
4803	4	4	0	0	0
4804	6	6	0	0	0
4805	2	2	0	0	0
4806	5	5	0	0	0
4807	3	3	0	0	0
4808	6	6	0	0	0
4809	3	3	0	0	0
4810	2	2	0	0	0
4811	4	4	0	0	0
4812	0	0	0	0	0
4813	2	2	0	0	0
4814	3	3	0	0	0
4815	4	4	0	0	0
4816	3	3	0	0	0
4817	1	1	0	0	0
4818	4	4	0	0	0
4819	1	1	0	0	0
4820	2	2	0	0	0
4821	2	2	0	0	0
4822	3	3	0	0	0
4823	3	3	0	0	0
4824	2	2	0	0	0
4825	2	2	0	0	0
4826	1	1	0	0	0
4827	0	0	0	0	0
4828	3	3	0	0	0
4829	2	2	0	0	0
4830	2	2	0	0	0
4831	2	2	0	0	0
4832	2	2	0	0	0
4833	3	3	0	0	0
4834	2	2	0	0	0
4835	3	3	0	0	0
4836	2	2	0	0	0
4837	3	3	0	0	0
4838	3	3	0	0	0
4839	1	1	0	0	0
4840	4	4	0	0	0
4841	0	0	0	0	0
4842	3	3	0	0	0
4843	1	1	0	0	0
4844	1	1	0	0	0
4845	5	5	0	0	0
4846	2	2	0	0	0
4847	1	1	0	0	0
4848	3	3	0	0	0
4849	1	1	0	0	0
4850	3	3	0	0	0
4851	2	2	0	0	0
4852	2	2	0	0	0
4853	3	3	0	0	0
4854	1	1	0	0	0
4855	4	4	0	0	0
4856	2	2	0	0	0
4857	3	3	0	0	0
4858	3	3	0	0	0
4859	1	1	0	0	0
4860	2	2	0	0	0
4861	3	3	0	0	0
4862	0	0	0	0	0
4863	0	0	0	0	0
4864	0	0	0	0	0
4865	1	1	0	0	0
4866	0	0	0	0	0
4867	0	0	0	0	0
4868	1	1	0	0	0
4869	1	1	0	0	0
4870	0	0	0	0	0
4871	2	2	0	0	0
4872	1	1	0	0	0
4873	0	0	0	0	0
4874	3	3	0	0	0
4875	0	0	0	0	0
4876	2	2	0	0	0
4877	1	1	0	0	0
4878	1	1	0	0	0
4879	2	2	0	0	0
4880	3	3	0	0	0
4881	1	1	0	0	0
4882	0	0	0	0	0
4883	4	4	0	0	0
4884	0	0	0	0	0
4885	1	1	0	0	0
4886	1	1	0	0	0
4887	2	2	0	0	0
4888	1	1	0	0	0
4889	1	1	0	0	0
4890	0	0	0	0	0
4891	0	0	0	0	0
4892	1	1	0	0	0
4893	1	1	0	0	0
4894	2	2	0	0	0
4895	2	2	0	0	0
4896	0	0	0	0	0
4897	0	0	0	0	0
4898	2	2	0	0	0
4899	3	3	0	0	0
4900	1	1	0	0	0
4901	1	1	0	0	0
4902	1	1	0	0	0
4903	1	1	0	0	0
4904	2	2	0	0	0
4905	3	3	0	0	0
4906	0	0	0	0	0
4907	0	0	0	0	0
4908	0	0	0	0	0
4909	1	1	0	0	0
4910	0	0	0	0	0
4911	0	0	0	0	0
4912	0	0	0	0	0
4913	2	2	0	0	0
4914	3	3	0	0	0
4915	0	0	0	0	0
4916	0	0	0	0	0
4917	2	2	0	0	0
4918	1	1	0	0	0
4919	1	1	0	0	0
4920	1	1	0	0	0
4921	1	1	0	0	0
4922	1	1	0	0	0
4923	0	0	0	0	0
4924	1	1	0	0	0
4925	1	1	0	0	0
4926	0	0	0	0	0
4927	0	0	0	0	0
4928	1	1	0	0	0
4929	0	0	0	0	0
4930	0	0	0	0	0
4931	0	0	0	0	0
4932	1	1	0	0	0
4933	0	0	0	0	0
4934	2	2	0	0	0
4935	1	1	0	0	0
4936	0	0	0	0	0
4937	0	0	0	0	0
4938	0	0	0	0	0
4939	0	0	0	0	0
4940	1	1	0	0	0
4941	0	0	0	0	0
4942	0	0	0	0	0
4943	0	0	0	0	0
4944	1	1	0	0	0
4945	0	0	0	0	0
4946	1	1	0	0	0
4947	0	0	0	0	0
4948	2	2	0	0	0
4949	1	1	0	0	0
4950	0	0	0	0	0
4951	0	0	0	0	0
4952	0	0	0	0	0
4953	1	1	0	0	0
4954	0	0	0	0	0
4955	1	1	0	0	0
4956	2	2	0	0	0
4957	1	1	0	0	0
4958	2	2	0	0	0
4959	1	1	0	0	0
4960	1	1	0	0	0
4961	0	0	0	0	0
4962	1	1	0	0	0
4963	0	0	0	0	0
4964	0	0	0	0	0
4965	1	1	0	0	0
4966	0	0	0	0	0
4967	1	1	0	0	0
4968	0	0	0	0	0
4969	0	0	0	0	0
4970	0	0	0	0	0
4971	0	0	0	0	0
4972	0	0	0	0	0
4973	0	0	0	0	0
4974	1	1	0	0	0
4975	0	0	0	0	0
4976	0	0	0	0	0
4977	0	0	0	0	0
4978	0	0	0	0	0
4979	0	0	0	0	0
4980	0	0	0	0	0
4981	0	0	0	0	0
4982	0	0	0	0	0
4983	0	0	0	0	0
4984	0	0	0	0	0
4985	0	0	0	0	0
4986	0	0	0	0	0
4987	0	0	0	0	0
4988	0	0	0	0	0
4989	1	1	0	0	0
4990	0	0	0	0	0
4991	0	0	0	0	0
4992	0	0	0	0	0
4993	0	0	0	0	0
4994	0	0	0	0	0
4995	1	1	0	0	0
4996	0	0	0	0	0
4997	0	0	0	0	0
4998	0	0	0	0	0
4999	1	1	0	0	0
5000	0	0	0	0	0
5001	0	0	0	0	0
5002	1	1	0	0	0
5003	0	0	0	0	0
5004	0	0	0	0	0
5005	0	0	0	0	0
5006	0	0	0	0	0
5007	1	1	0	0	0
5008	0	0	0	0	0
5009	0	0	0	0	0
5010	0	0	0	0	0
5011	0	0	0	0	0
5012	0	0	0	0	0
5013	0	0	0	0	0
5014	0	0	0	0	0
5015	0	0	0	0	0
5016	0	0	0	0	0
5017	0	0	0	0	0
5018	0	0	0	0	0
5019	0	0	0	0	0
5020	0	0	0	0	0
5021	0	0	0	0	0
5022	1	1	0	0	0
5023	1	1	0	0	0
5024	0	0	0	0	0
5025	0	0	0	0	0
5026	0	0	0	0	0
5027	0	0	0	0	0
5028	0	0	0	0	0
5029	0	0	0	0	0
5030	0	0	0	0	0
5031	0	0	0	0	0
5032	0	0	0	0	0
5033	0	0	0	0	0
5034	0	0	0	0	0
5035	0	0	0	0	0
5036	0	0	0	0	0
5037	0	0	0	0	0
5038	0	0	0	0	0
5039	0	0	0	0	0
5040	0	0	0	0	0
5041	1	1	0	0	0
5042	0	0	0	0	0
5043	0	0	0	0	0
5044	0	0	0	0	0
5045	1	1	0	0	0
5046	0	0	0	0	0
5047	0	0	0	0	0
5048	0	0	0	0	0
5049	0	0	0	0	0
5050	0	0	0	0	0
5051	1	1	0	0	0
5052	0	0	0	0	0
5053	0	0	0	0	0
5054	0	0	0	0	0
5055	0	0	0	0	0
5056	0	0	0	0	0
5057	1	1	0	0	0
5058	0	0	0	0	0
5059	1	1	0	0	0
5060	0	0	0	0	0
5061	0	0	0	0	0
5062	0	0	0	0	0
5063	0	0	0	0	0
5064	0	0	0	0	0
5065	1	1	0	0	0
5066	0	0	0	0	0
5067	1	1	0	0	0
5068	1	1	0	0	0
5069	0	0	0	0	0
5070	0	0	0	0	0
5071	0	0	0	0	0
5072	0	0	0	0	0
5073	0	0	0	0	0
5074	0	0	0	0	0
5075	0	0	0	0	0
5076	0	0	0	0	0
5077	0	0	0	0	0
5078	0	0	0	0	0
5079	0	0	0	0	0
5080	0	0	0	0	0
5081	0	0	0	0	0
5082	0	0	0	0	0
5083	0	0	0	0	0
5084	0	0	0	0	0
5085	0	0	0	0	0
5086	0	0	0	0	0
5087	1	1	0	0	0
5088	0	0	0	0	0
5089	0	0	0	0	0
5090	0	0	0	0	0
5091	0	0	0	0	0
5092	0	0	0	0	0
5093	0	0	0	0	0
5094	0	0	0	0	0
5095	0	0	0	0	0
5096	0	0	0	0	0
5097	0	0	0	0	0
5098	0	0	0	0	0
5099	0	0	0	0	0
5100	0	0	0	0	0
5101	0	0	0	0	0
5102	0	0	0	0	0
5103	0	0	0	0	0
5104	0	0	0	0	0
5105	0	0	0	0	0
5106	0	0	0	0	0
5107	0	0	0	0	0
5108	0	0	0	0	0
5109	0	0	0	0	0
5110	0	0	0	0	0
5111	0	0	0	0	0
5112	0	0	0	0	0
5113	0	0	0	0	0
5114	0	0	0	0	0
5115	0	0	0	0	0
5116	0	0	0	0	0
5117	0	0	0	0	0
5118	0	0	0	0	0
5119	0	0	0	0	0
5120	0	0	0	0	0
5121	0	0	0	0	0
5122	0	0	0	0	0
5123	0	0	0	0	0
5124	0	0	0	0	0
5125	0	0	0	0	0
5126	0	0	0	0	0
5127	0	0	0	0	0
5128	1	1	0	0	0
5129	0	0	0	0	0
5130	1	1	0	0	0
5131	0	0	0	0	0
5132	0	0	0	0	0
5133	0	0	0	0	0
5134	0	0	0	0	0
5135	0	0	0	0	0
5136	1	1	0	0	0
5137	1	1	0	0	0
5138	0	0	0	0	0
5139	0	0	0	0	0
5140	0	0	0	0	0
5141	0	0	0	0	0
5142	0	0	0	0	0
5143	0	0	0	0	0
5144	0	0	0	0	0
5145	0	0	0	0	0
5146	0	0	0	0	0
5147	0	0	0	0	0
5148	0	0	0	0	0
5149	1	1	0	0	0
5150	0	0	0	0	0
5151	0	0	0	0	0
5152	0	0	0	0	0
5153	0	0	0	0	0
5154	0	0	0	0	0
5155	1	1	0	0	0
5156	0	0	0	0	0
5157	0	0	0	0	0
5158	0	0	0	0	0
5159	0	0	0	0	0
5160	0	0	0	0	0
5161	0	0	0	0	0
5162	0	0	0	0	0
5163	1	1	0	0	0
5164	0	0	0	0	0
5165	0	0	0	0	0
5166	0	0	0	0	0
5167	0	0	0	0	0
5168	0	0	0	0	0
5169	0	0	0	0	0
5170	0	0	0	0	0
5171	0	0	0	0	0
5172	0	0	0	0	0
5173	0	0	0	0	0
5174	0	0	0	0	0
5175	0	0	0	0	0
5176	0	0	0	0	0
5177	0	0	0	0	0
5178	0	0	0	0	0
5179	0	0	0	0	0
5180	0	0	0	0	0
5181	0	0	0	0	0
5182	0	0	0	0	0
5183	0	0	0	0	0
5184	0	0	0	0	0
5185	0	0	0	0	0
5186	0	0	0	0	0
5187	0	0	0	0	0
5188	0	0	0	0	0
5189	0	0	0	0	0
5190	0	0	0	0	0
5191	0	0	0	0	0
5192	0	0	0	0	0
5193	0	0	0	0	0
5194	0	0	0	0	0
5195	0	0	0	0	0
5196	0	0	0	0	0
5197	0	0	0	0	0
5198	0	0	0	0	0
5199	0	0	0	0	0
5200	1	1	0	0	0
5201	0	0	0	0	0
5202	0	0	0	0	0
5203	1	1	0	0	0
5204	0	0	0	0	0
5205	0	0	0	0	0
5206	0	0	0	0	0
5207	0	0	0	0	0
5208	0	0	0	0	0
5209	0	0	0	0	0
5210	0	0	0	0	0
5211	0	0	0	0	0
5212	0	0	0	0	0
5213	0	0	0	0	0
5214	0	0	0	0	0
5215	0	0	0	0	0
5216	0	0	0	0	0
5217	0	0	0	0	0
5218	0	0	0	0	0
5219	0	0	0	0	0
5220	0	0	0	0	0
5221	0	0	0	0	0
5222	0	0	0	0	0
5223	0	0	0	0	0
5224	0	0	0	0	0
5225	0	0	0	0	0
5226	0	0	0	0	0
5227	0	0	0	0	0
5228	0	0	0	0	0
5229	0	0	0	0	0
5230	0	0	0	0	0
5231	0	0	0	0	0
5232	0	0	0	0	0
5233	0	0	0	0	0
5234	0	0	0	0	0
5235	0	0	0	0	0
5236	0	0	0	0	0
5237	0	0	0	0	0
5238	0	0	0	0	0
5239	0	0	0	0	0
5240	0	0	0	0	0
5241	0	0	0	0	0
5242	0	0	0	0	0
5243	0	0	0	0	0
