Energy	All	Alpha	Beta	Gama	Other
7604	0	0	0	0	0
7605	0	0	0	0	0
7606	0	0	0	0	0
7607	0	0	0	0	0
7608	0	0	0	0	0
7609	0	0	0	0	0
7610	1	1	0	0	0
7611	2	2	0	0	0
7612	1	1	0	0	0
7613	0	0	0	0	0
7614	0	0	0	0	0
7615	0	0	0	0	0
7616	0	0	0	0	0
7617	2	2	0	0	0
7618	0	0	0	0	0
7619	2	2	0	0	0
7620	1	1	0	0	0
7621	0	0	0	0	0
7622	1	1	0	0	0
7623	1	1	0	0	0
7624	0	0	0	0	0
7625	0	0	0	0	0
7626	0	0	0	0	0
7627	2	2	0	0	0
7628	0	0	0	0	0
7629	0	0	0	0	0
7630	0	0	0	0	0
7631	1	1	0	0	0
7632	0	0	0	0	0
7633	2	2	0	0	0
7634	1	1	0	0	0
7635	0	0	0	0	0
7636	2	2	0	0	0
7637	2	2	0	0	0
7638	0	0	0	0	0
7639	1	1	0	0	0
7640	1	1	0	0	0
7641	0	0	0	0	0
7642	0	0	0	0	0
7643	0	0	0	0	0
7644	0	0	0	0	0
7645	0	0	0	0	0
7646	1	1	0	0	0
7647	0	0	0	0	0
7648	0	0	0	0	0
7649	0	0	0	0	0
7650	0	0	0	0	0
7651	0	0	0	0	0
7652	0	0	0	0	0
7653	2	2	0	0	0
7654	0	0	0	0	0
7655	0	0	0	0	0
7656	0	0	0	0	0
7657	0	0	0	0	0
7658	2	2	0	0	0
7659	0	0	0	0	0
7660	0	0	0	0	0
7661	1	1	0	0	0
7662	1	1	0	0	0
7663	1	1	0	0	0
7664	0	0	0	0	0
7665	0	0	0	0	0
7666	1	1	0	0	0
7667	1	1	0	0	0
7668	0	0	0	0	0
7669	2	2	0	0	0
7670	0	0	0	0	0
7671	2	2	0	0	0
7672	0	0	0	0	0
7673	1	1	0	0	0
7674	1	1	0	0	0
7675	2	2	0	0	0
7676	1	1	0	0	0
7677	2	2	0	0	0
7678	2	2	0	0	0
7679	0	0	0	0	0
7680	2	2	0	0	0
7681	1	1	0	0	0
7682	0	0	0	0	0
7683	1	1	0	0	0
7684	0	0	0	0	0
7685	2	2	0	0	0
7686	3	3	0	0	0
7687	1	1	0	0	0
7688	3	3	0	0	0
7689	0	0	0	0	0
7690	2	2	0	0	0
7691	1	1	0	0	0
7692	0	0	0	0	0
7693	1	1	0	0	0
7694	0	0	0	0	0
7695	0	0	0	0	0
7696	0	0	0	0	0
7697	1	1	0	0	0
7698	0	0	0	0	0
7699	2	2	0	0	0
7700	0	0	0	0	0
7701	0	0	0	0	0
7702	1	1	0	0	0
7703	2	2	0	0	0
7704	1	1	0	0	0
7705	1	1	0	0	0
7706	2	2	0	0	0
7707	0	0	0	0	0
7708	0	0	0	0	0
7709	3	3	0	0	0
7710	0	0	0	0	0
7711	1	1	0	0	0
7712	0	0	0	0	0
7713	3	3	0	0	0
7714	1	1	0	0	0
7715	3	3	0	0	0
7716	0	0	0	0	0
7717	0	0	0	0	0
7718	0	0	0	0	0
7719	0	0	0	0	0
7720	0	0	0	0	0
7721	0	0	0	0	0
7722	1	1	0	0	0
7723	2	2	0	0	0
7724	2	2	0	0	0
7725	0	0	0	0	0
7726	0	0	0	0	0
7727	2	2	0	0	0
7728	3	3	0	0	0
7729	0	0	0	0	0
7730	0	0	0	0	0
7731	1	1	0	0	0
7732	0	0	0	0	0
7733	0	0	0	0	0
7734	0	0	0	0	0
7735	0	0	0	0	0
7736	1	1	0	0	0
7737	2	2	0	0	0
7738	2	2	0	0	0
7739	0	0	0	0	0
7740	1	1	0	0	0
7741	0	0	0	0	0
7742	1	1	0	0	0
7743	0	0	0	0	0
7744	0	0	0	0	0
7745	1	1	0	0	0
7746	1	1	0	0	0
7747	0	0	0	0	0
7748	0	0	0	0	0
7749	0	0	0	0	0
7750	1	1	0	0	0
7751	1	1	0	0	0
7752	1	1	0	0	0
7753	0	0	0	0	0
7754	2	2	0	0	0
7755	0	0	0	0	0
7756	0	0	0	0	0
7757	2	2	0	0	0
7758	0	0	0	0	0
7759	1	1	0	0	0
7760	2	2	0	0	0
7761	0	0	0	0	0
7762	0	0	0	0	0
7763	1	1	0	0	0
7764	1	1	0	0	0
7765	0	0	0	0	0
7766	1	1	0	0	0
7767	2	2	0	0	0
7768	2	2	0	0	0
7769	0	0	0	0	0
7770	1	1	0	0	0
7771	1	1	0	0	0
7772	2	2	0	0	0
7773	1	1	0	0	0
7774	0	0	0	0	0
7775	1	1	0	0	0
7776	1	1	0	0	0
7777	0	0	0	0	0
7778	2	2	0	0	0
7779	0	0	0	0	0
7780	0	0	0	0	0
7781	0	0	0	0	0
7782	0	0	0	0	0
7783	2	2	0	0	0
7784	0	0	0	0	0
7785	0	0	0	0	0
7786	0	0	0	0	0
7787	1	1	0	0	0
7788	1	1	0	0	0
7789	1	1	0	0	0
7790	2	2	0	0	0
7791	0	0	0	0	0
7792	0	0	0	0	0
7793	0	0	0	0	0
7794	2	2	0	0	0
7795	2	2	0	0	0
7796	0	0	0	0	0
7797	0	0	0	0	0
7798	0	0	0	0	0
7799	0	0	0	0	0
7800	0	0	0	0	0
7801	0	0	0	0	0
7802	2	2	0	0	0
7803	0	0	0	0	0
7804	2	2	0	0	0
7805	0	0	0	0	0
7806	0	0	0	0	0
7807	2	2	0	0	0
7808	1	1	0	0	0
7809	1	1	0	0	0
7810	5	5	0	0	0
7811	0	0	0	0	0
7812	1	1	0	0	0
7813	1	1	0	0	0
7814	0	0	0	0	0
7815	2	2	0	0	0
7816	0	0	0	0	0
7817	2	2	0	0	0
7818	0	0	0	0	0
7819	3	3	0	0	0
7820	0	0	0	0	0
7821	0	0	0	0	0
7822	0	0	0	0	0
7823	2	2	0	0	0
7824	1	1	0	0	0
7825	1	1	0	0	0
7826	0	0	0	0	0
7827	3	3	0	0	0
7828	0	0	0	0	0
7829	1	1	0	0	0
7830	1	1	0	0	0
7831	0	0	0	0	0
7832	2	2	0	0	0
7833	2	2	0	0	0
7834	1	1	0	0	0
7835	2	2	0	0	0
7836	1	1	0	0	0
7837	1	1	0	0	0
7838	1	1	0	0	0
7839	1	1	0	0	0
7840	1	1	0	0	0
7841	1	1	0	0	0
7842	3	3	0	0	0
7843	2	2	0	0	0
7844	1	1	0	0	0
7845	1	1	0	0	0
7846	1	1	0	0	0
7847	0	0	0	0	0
7848	0	0	0	0	0
7849	0	0	0	0	0
7850	1	1	0	0	0
7851	0	0	0	0	0
7852	0	0	0	0	0
7853	1	1	0	0	0
7854	2	2	0	0	0
7855	2	2	0	0	0
7856	2	2	0	0	0
7857	0	0	0	0	0
7858	2	2	0	0	0
7859	2	2	0	0	0
7860	2	2	0	0	0
7861	1	1	0	0	0
7862	1	1	0	0	0
7863	2	2	0	0	0
7864	3	3	0	0	0
7865	2	2	0	0	0
7866	3	3	0	0	0
7867	1	1	0	0	0
7868	1	1	0	0	0
7869	0	0	0	0	0
7870	1	1	0	0	0
7871	0	0	0	0	0
7872	0	0	0	0	0
7873	0	0	0	0	0
7874	2	2	0	0	0
7875	0	0	0	0	0
7876	0	0	0	0	0
7877	1	1	0	0	0
7878	1	1	0	0	0
7879	1	1	0	0	0
7880	0	0	0	0	0
7881	1	1	0	0	0
7882	1	1	0	0	0
7883	3	3	0	0	0
7884	1	1	0	0	0
7885	1	1	0	0	0
7886	1	1	0	0	0
7887	4	4	0	0	0
7888	0	0	0	0	0
7889	2	2	0	0	0
7890	1	1	0	0	0
7891	0	0	0	0	0
7892	1	1	0	0	0
7893	1	1	0	0	0
7894	1	1	0	0	0
7895	0	0	0	0	0
7896	0	0	0	0	0
7897	1	1	0	0	0
7898	2	2	0	0	0
7899	0	0	0	0	0
7900	1	1	0	0	0
7901	1	1	0	0	0
7902	2	2	0	0	0
7903	0	0	0	0	0
7904	3	3	0	0	0
7905	1	1	0	0	0
7906	2	2	0	0	0
7907	2	2	0	0	0
7908	2	2	0	0	0
7909	0	0	0	0	0
7910	1	1	0	0	0
7911	1	1	0	0	0
7912	2	2	0	0	0
7913	1	1	0	0	0
7914	0	0	0	0	0
7915	0	0	0	0	0
7916	1	1	0	0	0
7917	3	3	0	0	0
7918	1	1	0	0	0
7919	2	2	0	0	0
7920	1	1	0	0	0
7921	3	3	0	0	0
7922	0	0	0	0	0
7923	0	0	0	0	0
7924	1	1	0	0	0
7925	2	2	0	0	0
7926	1	1	0	0	0
7927	1	1	0	0	0
7928	1	1	0	0	0
7929	1	1	0	0	0
7930	1	1	0	0	0
7931	1	1	0	0	0
7932	2	2	0	0	0
7933	0	0	0	0	0
7934	2	2	0	0	0
7935	0	0	0	0	0
7936	3	3	0	0	0
7937	0	0	0	0	0
7938	1	1	0	0	0
7939	2	2	0	0	0
7940	0	0	0	0	0
7941	0	0	0	0	0
7942	2	2	0	0	0
7943	0	0	0	0	0
7944	1	1	0	0	0
7945	2	2	0	0	0
7946	1	1	0	0	0
7947	1	1	0	0	0
7948	1	1	0	0	0
7949	2	2	0	0	0
7950	0	0	0	0	0
7951	2	2	0	0	0
7952	2	2	0	0	0
7953	1	1	0	0	0
7954	1	1	0	0	0
7955	0	0	0	0	0
7956	2	2	0	0	0
7957	1	1	0	0	0
7958	1	1	0	0	0
7959	0	0	0	0	0
7960	1	1	0	0	0
7961	0	0	0	0	0
7962	2	2	0	0	0
7963	0	0	0	0	0
7964	0	0	0	0	0
7965	0	0	0	0	0
7966	0	0	0	0	0
7967	1	1	0	0	0
7968	1	1	0	0	0
7969	0	0	0	0	0
7970	0	0	0	0	0
7971	1	1	0	0	0
7972	1	1	0	0	0
7973	0	0	0	0	0
7974	2	2	0	0	0
7975	1	1	0	0	0
7976	1	1	0	0	0
7977	1	1	0	0	0
7978	1	1	0	0	0
7979	1	1	0	0	0
7980	1	1	0	0	0
7981	1	1	0	0	0
7982	1	1	0	0	0
7983	2	2	0	0	0
7984	1	1	0	0	0
7985	1	1	0	0	0
7986	0	0	0	0	0
7987	1	1	0	0	0
7988	0	0	0	0	0
7989	0	0	0	0	0
7990	2	2	0	0	0
7991	2	2	0	0	0
7992	0	0	0	0	0
7993	1	1	0	0	0
7994	1	1	0	0	0
7995	0	0	0	0	0
7996	0	0	0	0	0
7997	1	1	0	0	0
7998	0	0	0	0	0
7999	1	1	0	0	0
8000	3	3	0	0	0
8001	0	0	0	0	0
8002	0	0	0	0	0
8003	2	2	0	0	0
8004	0	0	0	0	0
8005	0	0	0	0	0
8006	0	0	0	0	0
8007	1	1	0	0	0
8008	3	3	0	0	0
8009	1	1	0	0	0
8010	1	1	0	0	0
8011	1	1	0	0	0
8012	1	1	0	0	0
8013	3	3	0	0	0
8014	2	2	0	0	0
8015	1	1	0	0	0
8016	0	0	0	0	0
8017	1	1	0	0	0
8018	1	1	0	0	0
8019	2	2	0	0	0
8020	2	2	0	0	0
8021	1	1	0	0	0
8022	2	2	0	0	0
8023	2	2	0	0	0
8024	1	1	0	0	0
8025	0	0	0	0	0
8026	3	3	0	0	0
8027	1	1	0	0	0
8028	0	0	0	0	0
8029	0	0	0	0	0
8030	0	0	0	0	0
8031	1	1	0	0	0
8032	1	1	0	0	0
8033	2	2	0	0	0
8034	0	0	0	0	0
8035	0	0	0	0	0
8036	0	0	0	0	0
8037	2	2	0	0	0
8038	1	1	0	0	0
8039	0	0	0	0	0
8040	3	3	0	0	0
8041	2	2	0	0	0
8042	1	1	0	0	0
8043	0	0	0	0	0
8044	0	0	0	0	0
8045	1	1	0	0	0
8046	0	0	0	0	0
8047	0	0	0	0	0
8048	2	2	0	0	0
8049	0	0	0	0	0
8050	3	3	0	0	0
8051	1	1	0	0	0
8052	2	2	0	0	0
8053	0	0	0	0	0
8054	0	0	0	0	0
8055	0	0	0	0	0
8056	2	2	0	0	0
8057	2	2	0	0	0
8058	4	4	0	0	0
8059	1	1	0	0	0
8060	3	3	0	0	0
8061	1	1	0	0	0
8062	0	0	0	0	0
8063	1	1	0	0	0
8064	4	4	0	0	0
8065	2	2	0	0	0
8066	1	1	0	0	0
8067	1	1	0	0	0
8068	1	1	0	0	0
8069	0	0	0	0	0
8070	2	2	0	0	0
8071	0	0	0	0	0
8072	1	1	0	0	0
8073	1	1	0	0	0
8074	0	0	0	0	0
8075	0	0	0	0	0
8076	2	2	0	0	0
8077	1	1	0	0	0
8078	2	2	0	0	0
8079	0	0	0	0	0
8080	1	1	0	0	0
8081	0	0	0	0	0
8082	2	2	0	0	0
8083	0	0	0	0	0
8084	0	0	0	0	0
8085	2	2	0	0	0
8086	1	1	0	0	0
8087	1	1	0	0	0
8088	1	1	0	0	0
8089	4	4	0	0	0
8090	1	1	0	0	0
8091	0	0	0	0	0
8092	1	1	0	0	0
8093	0	0	0	0	0
8094	1	1	0	0	0
8095	2	2	0	0	0
8096	0	0	0	0	0
8097	2	2	0	0	0
8098	0	0	0	0	0
8099	1	1	0	0	0
8100	0	0	0	0	0
8101	1	1	0	0	0
8102	1	1	0	0	0
8103	1	1	0	0	0
8104	0	0	0	0	0
8105	1	1	0	0	0
8106	2	2	0	0	0
8107	1	1	0	0	0
8108	2	2	0	0	0
8109	3	3	0	0	0
8110	3	3	0	0	0
8111	0	0	0	0	0
8112	2	2	0	0	0
8113	0	0	0	0	0
8114	1	1	0	0	0
8115	1	1	0	0	0
8116	0	0	0	0	0
8117	1	1	0	0	0
8118	0	0	0	0	0
8119	1	1	0	0	0
8120	0	0	0	0	0
8121	2	2	0	0	0
8122	2	2	0	0	0
8123	1	1	0	0	0
8124	1	1	0	0	0
8125	5	5	0	0	0
8126	0	0	0	0	0
8127	0	0	0	0	0
8128	3	3	0	0	0
8129	3	3	0	0	0
8130	3	3	0	0	0
8131	5	5	0	0	0
8132	2	2	0	0	0
8133	3	3	0	0	0
8134	3	3	0	0	0
8135	1	1	0	0	0
8136	2	2	0	0	0
8137	2	2	0	0	0
8138	0	0	0	0	0
8139	1	1	0	0	0
8140	0	0	0	0	0
8141	1	1	0	0	0
8142	0	0	0	0	0
8143	1	1	0	0	0
8144	0	0	0	0	0
8145	0	0	0	0	0
8146	0	0	0	0	0
8147	2	2	0	0	0
8148	2	2	0	0	0
8149	1	1	0	0	0
8150	1	1	0	0	0
8151	0	0	0	0	0
8152	0	0	0	0	0
8153	1	1	0	0	0
8154	2	2	0	0	0
8155	0	0	0	0	0
8156	0	0	0	0	0
8157	1	1	0	0	0
8158	0	0	0	0	0
8159	2	2	0	0	0
8160	2	2	0	0	0
8161	0	0	0	0	0
8162	1	1	0	0	0
8163	1	1	0	0	0
8164	0	0	0	0	0
8165	1	1	0	0	0
8166	1	1	0	0	0
8167	2	2	0	0	0
8168	0	0	0	0	0
8169	1	1	0	0	0
8170	2	2	0	0	0
8171	1	1	0	0	0
8172	1	1	0	0	0
8173	1	1	0	0	0
8174	0	0	0	0	0
8175	2	2	0	0	0
8176	3	3	0	0	0
8177	2	2	0	0	0
8178	2	2	0	0	0
8179	2	2	0	0	0
8180	1	1	0	0	0
8181	3	3	0	0	0
8182	2	2	0	0	0
8183	1	1	0	0	0
8184	0	0	0	0	0
8185	1	1	0	0	0
8186	0	0	0	0	0
8187	3	3	0	0	0
8188	3	3	0	0	0
8189	1	1	0	0	0
8190	0	0	0	0	0
8191	1	1	0	0	0
8192	2	2	0	0	0
8193	1	1	0	0	0
8194	1	1	0	0	0
8195	1	1	0	0	0
8196	0	0	0	0	0
8197	2	2	0	0	0
8198	0	0	0	0	0
8199	1	1	0	0	0
8200	1	1	0	0	0
8201	1	1	0	0	0
8202	2	2	0	0	0
8203	0	0	0	0	0
8204	3	3	0	0	0
8205	1	1	0	0	0
8206	1	1	0	0	0
8207	0	0	0	0	0
8208	2	2	0	0	0
8209	3	3	0	0	0
8210	2	2	0	0	0
8211	2	2	0	0	0
8212	2	2	0	0	0
8213	1	1	0	0	0
8214	1	1	0	0	0
8215	0	0	0	0	0
8216	1	1	0	0	0
8217	2	2	0	0	0
8218	1	1	0	0	0
8219	0	0	0	0	0
8220	0	0	0	0	0
8221	1	1	0	0	0
8222	0	0	0	0	0
8223	2	2	0	0	0
8224	0	0	0	0	0
8225	2	2	0	0	0
8226	1	1	0	0	0
8227	0	0	0	0	0
8228	1	1	0	0	0
8229	1	1	0	0	0
8230	2	2	0	0	0
8231	0	0	0	0	0
8232	3	3	0	0	0
8233	1	1	0	0	0
8234	1	1	0	0	0
8235	3	3	0	0	0
8236	1	1	0	0	0
8237	2	2	0	0	0
8238	0	0	0	0	0
8239	1	1	0	0	0
8240	3	3	0	0	0
8241	0	0	0	0	0
8242	1	1	0	0	0
8243	3	3	0	0	0
8244	2	2	0	0	0
8245	5	5	0	0	0
8246	3	3	0	0	0
8247	2	2	0	0	0
8248	1	1	0	0	0
8249	0	0	0	0	0
8250	2	2	0	0	0
8251	0	0	0	0	0
8252	0	0	0	0	0
8253	0	0	0	0	0
8254	1	1	0	0	0
8255	0	0	0	0	0
8256	1	1	0	0	0
8257	1	1	0	0	0
8258	3	3	0	0	0
8259	0	0	0	0	0
8260	1	1	0	0	0
8261	2	2	0	0	0
8262	3	3	0	0	0
8263	1	1	0	0	0
8264	0	0	0	0	0
8265	1	1	0	0	0
8266	2	2	0	0	0
8267	3	3	0	0	0
8268	2	2	0	0	0
8269	1	1	0	0	0
8270	2	2	0	0	0
8271	1	1	0	0	0
8272	0	0	0	0	0
8273	0	0	0	0	0
8274	2	2	0	0	0
8275	1	1	0	0	0
8276	1	1	0	0	0
8277	0	0	0	0	0
8278	3	3	0	0	0
8279	2	2	0	0	0
8280	2	2	0	0	0
8281	0	0	0	0	0
8282	1	1	0	0	0
8283	0	0	0	0	0
8284	3	3	0	0	0
8285	0	0	0	0	0
8286	0	0	0	0	0
8287	0	0	0	0	0
8288	2	2	0	0	0
8289	0	0	0	0	0
8290	0	0	0	0	0
8291	2	2	0	0	0
8292	0	0	0	0	0
8293	3	3	0	0	0
8294	0	0	0	0	0
8295	4	4	0	0	0
8296	6	6	0	0	0
8297	1	1	0	0	0
8298	2	2	0	0	0
8299	1	1	0	0	0
8300	4	4	0	0	0
8301	2	2	0	0	0
8302	2	2	0	0	0
8303	0	0	0	0	0
8304	1	1	0	0	0
8305	0	0	0	0	0
8306	1	1	0	0	0
8307	3	3	0	0	0
8308	1	1	0	0	0
8309	2	2	0	0	0
8310	0	0	0	0	0
8311	3	3	0	0	0
8312	1	1	0	0	0
8313	1	1	0	0	0
8314	0	0	0	0	0
8315	0	0	0	0	0
8316	0	0	0	0	0
8317	0	0	0	0	0
8318	1	1	0	0	0
8319	2	2	0	0	0
8320	2	2	0	0	0
8321	3	3	0	0	0
8322	1	1	0	0	0
8323	2	2	0	0	0
8324	4	4	0	0	0
8325	0	0	0	0	0
8326	2	2	0	0	0
8327	0	0	0	0	0
8328	1	1	0	0	0
8329	2	2	0	0	0
8330	3	3	0	0	0
8331	2	2	0	0	0
8332	1	1	0	0	0
8333	0	0	0	0	0
8334	0	0	0	0	0
8335	2	2	0	0	0
8336	1	1	0	0	0
8337	1	1	0	0	0
8338	2	2	0	0	0
8339	0	0	0	0	0
8340	2	2	0	0	0
8341	2	2	0	0	0
8342	4	4	0	0	0
8343	0	0	0	0	0
8344	4	4	0	0	0
8345	1	1	0	0	0
8346	4	4	0	0	0
8347	1	1	0	0	0
8348	0	0	0	0	0
8349	0	0	0	0	0
8350	2	2	0	0	0
8351	1	1	0	0	0
8352	2	2	0	0	0
8353	0	0	0	0	0
8354	2	2	0	0	0
8355	2	2	0	0	0
8356	2	2	0	0	0
8357	5	5	0	0	0
8358	3	3	0	0	0
8359	2	2	0	0	0
8360	0	0	0	0	0
8361	0	0	0	0	0
8362	1	1	0	0	0
8363	1	1	0	0	0
8364	1	1	0	0	0
8365	4	4	0	0	0
8366	1	1	0	0	0
8367	1	1	0	0	0
8368	0	0	0	0	0
8369	3	3	0	0	0
8370	1	1	0	0	0
8371	1	1	0	0	0
8372	1	1	0	0	0
8373	4	4	0	0	0
8374	1	1	0	0	0
8375	0	0	0	0	0
8376	1	1	0	0	0
8377	3	3	0	0	0
8378	6	6	0	0	0
8379	3	3	0	0	0
8380	3	3	0	0	0
8381	1	1	0	0	0
8382	1	1	0	0	0
8383	2	2	0	0	0
8384	1	1	0	0	0
8385	0	0	0	0	0
8386	1	1	0	0	0
8387	0	0	0	0	0
8388	2	2	0	0	0
8389	2	2	0	0	0
8390	1	1	0	0	0
8391	1	1	0	0	0
8392	0	0	0	0	0
8393	1	1	0	0	0
8394	0	0	0	0	0
8395	0	0	0	0	0
8396	2	2	0	0	0
8397	1	1	0	0	0
8398	1	1	0	0	0
8399	3	3	0	0	0
8400	0	0	0	0	0
8401	3	3	0	0	0
8402	1	1	0	0	0
8403	3	3	0	0	0
8404	0	0	0	0	0
8405	2	2	0	0	0
8406	4	4	0	0	0
8407	0	0	0	0	0
8408	0	0	0	0	0
8409	1	1	0	0	0
8410	0	0	0	0	0
8411	1	1	0	0	0
8412	1	1	0	0	0
8413	2	2	0	0	0
8414	6	6	0	0	0
8415	1	1	0	0	0
8416	1	1	0	0	0
8417	4	4	0	0	0
8418	0	0	0	0	0
8419	2	2	0	0	0
8420	3	3	0	0	0
8421	1	1	0	0	0
8422	2	2	0	0	0
8423	2	2	0	0	0
8424	0	0	0	0	0
8425	1	1	0	0	0
8426	2	2	0	0	0
8427	0	0	0	0	0
8428	3	3	0	0	0
8429	0	0	0	0	0
8430	2	2	0	0	0
8431	0	0	0	0	0
8432	1	1	0	0	0
8433	1	1	0	0	0
8434	1	1	0	0	0
8435	1	1	0	0	0
8436	1	1	0	0	0
8437	1	1	0	0	0
8438	0	0	0	0	0
8439	4	4	0	0	0
8440	1	1	0	0	0
8441	2	2	0	0	0
8442	2	2	0	0	0
8443	0	0	0	0	0
8444	2	2	0	0	0
8445	1	1	0	0	0
8446	1	1	0	0	0
8447	2	2	0	0	0
8448	1	1	0	0	0
8449	1	1	0	0	0
8450	2	2	0	0	0
8451	0	0	0	0	0
8452	0	0	0	0	0
8453	1	1	0	0	0
8454	3	3	0	0	0
8455	1	1	0	0	0
8456	1	1	0	0	0
8457	3	3	0	0	0
8458	2	2	0	0	0
8459	1	1	0	0	0
8460	2	2	0	0	0
8461	1	1	0	0	0
8462	1	1	0	0	0
8463	0	0	0	0	0
8464	1	1	0	0	0
8465	1	1	0	0	0
8466	3	3	0	0	0
8467	1	1	0	0	0
8468	3	3	0	0	0
8469	1	1	0	0	0
8470	1	1	0	0	0
8471	3	3	0	0	0
8472	1	1	0	0	0
8473	3	3	0	0	0
8474	3	3	0	0	0
8475	0	0	0	0	0
8476	0	0	0	0	0
8477	2	2	0	0	0
8478	3	3	0	0	0
8479	4	4	0	0	0
8480	2	2	0	0	0
8481	6	6	0	0	0
8482	2	2	0	0	0
8483	1	1	0	0	0
8484	1	1	0	0	0
8485	3	3	0	0	0
8486	1	1	0	0	0
8487	3	3	0	0	0
8488	2	2	0	0	0
8489	2	2	0	0	0
8490	1	1	0	0	0
8491	3	3	0	0	0
8492	2	2	0	0	0
8493	1	1	0	0	0
8494	2	2	0	0	0
8495	2	2	0	0	0
8496	3	3	0	0	0
8497	4	4	0	0	0
8498	1	1	0	0	0
8499	1	1	0	0	0
8500	2	2	0	0	0
8501	1	1	0	0	0
8502	1	1	0	0	0
8503	1	1	0	0	0
8504	2	2	0	0	0
8505	3	3	0	0	0
8506	0	0	0	0	0
8507	2	2	0	0	0
8508	5	5	0	0	0
8509	2	2	0	0	0
8510	1	1	0	0	0
8511	1	1	0	0	0
8512	0	0	0	0	0
8513	1	1	0	0	0
8514	1	1	0	0	0
8515	1	1	0	0	0
8516	0	0	0	0	0
8517	3	3	0	0	0
8518	1	1	0	0	0
8519	3	3	0	0	0
8520	4	4	0	0	0
8521	4	4	0	0	0
8522	0	0	0	0	0
8523	0	0	0	0	0
8524	1	1	0	0	0
8525	5	5	0	0	0
8526	1	1	0	0	0
8527	0	0	0	0	0
8528	4	4	0	0	0
8529	3	3	0	0	0
8530	2	2	0	0	0
8531	1	1	0	0	0
8532	5	5	0	0	0
8533	2	2	0	0	0
8534	1	1	0	0	0
8535	3	3	0	0	0
8536	2	2	0	0	0
8537	2	2	0	0	0
8538	1	1	0	0	0
8539	1	1	0	0	0
8540	1	1	0	0	0
8541	1	1	0	0	0
8542	1	1	0	0	0
8543	2	2	0	0	0
8544	1	1	0	0	0
8545	2	2	0	0	0
8546	1	1	0	0	0
8547	3	3	0	0	0
8548	1	1	0	0	0
8549	1	1	0	0	0
8550	1	1	0	0	0
8551	1	1	0	0	0
8552	2	2	0	0	0
8553	2	2	0	0	0
8554	0	0	0	0	0
8555	1	1	0	0	0
8556	5	5	0	0	0
8557	2	2	0	0	0
8558	3	3	0	0	0
8559	5	5	0	0	0
8560	1	1	0	0	0
8561	1	1	0	0	0
8562	2	2	0	0	0
8563	5	5	0	0	0
8564	1	1	0	0	0
8565	0	0	0	0	0
8566	0	0	0	0	0
8567	0	0	0	0	0
8568	4	4	0	0	0
8569	4	4	0	0	0
8570	3	3	0	0	0
8571	1	1	0	0	0
8572	1	1	0	0	0
8573	1	1	0	0	0
8574	1	1	0	0	0
8575	3	3	0	0	0
8576	2	2	0	0	0
8577	1	1	0	0	0
8578	3	3	0	0	0
8579	3	3	0	0	0
8580	0	0	0	0	0
8581	0	0	0	0	0
8582	3	3	0	0	0
8583	4	4	0	0	0
8584	4	4	0	0	0
8585	0	0	0	0	0
8586	2	2	0	0	0
8587	1	1	0	0	0
8588	6	6	0	0	0
8589	1	1	0	0	0
8590	1	1	0	0	0
8591	6	6	0	0	0
8592	1	1	0	0	0
8593	3	3	0	0	0
8594	4	4	0	0	0
8595	1	1	0	0	0
8596	1	1	0	0	0
8597	3	3	0	0	0
8598	3	3	0	0	0
8599	2	2	0	0	0
8600	2	2	0	0	0
8601	3	3	0	0	0
8602	4	4	0	0	0
8603	1	1	0	0	0
8604	1	1	0	0	0
8605	1	1	0	0	0
8606	1	1	0	0	0
8607	3	3	0	0	0
8608	0	0	0	0	0
8609	2	2	0	0	0
8610	1	1	0	0	0
8611	0	0	0	0	0
8612	1	1	0	0	0
8613	1	1	0	0	0
8614	0	0	0	0	0
8615	4	4	0	0	0
8616	1	1	0	0	0
8617	2	2	0	0	0
8618	1	1	0	0	0
8619	4	4	0	0	0
8620	1	1	0	0	0
8621	0	0	0	0	0
8622	2	2	0	0	0
8623	0	0	0	0	0
8624	1	1	0	0	0
8625	4	4	0	0	0
8626	0	0	0	0	0
8627	2	2	0	0	0
8628	1	1	0	0	0
8629	0	0	0	0	0
8630	1	1	0	0	0
8631	3	3	0	0	0
8632	4	4	0	0	0
8633	2	2	0	0	0
8634	5	5	0	0	0
8635	1	1	0	0	0
8636	2	2	0	0	0
8637	4	4	0	0	0
8638	1	1	0	0	0
8639	1	1	0	0	0
8640	2	2	0	0	0
8641	0	0	0	0	0
8642	1	1	0	0	0
8643	2	2	0	0	0
8644	0	0	0	0	0
8645	1	1	0	0	0
8646	2	2	0	0	0
8647	6	6	0	0	0
8648	3	3	0	0	0
8649	3	3	0	0	0
8650	1	1	0	0	0
8651	2	2	0	0	0
8652	1	1	0	0	0
8653	2	2	0	0	0
8654	1	1	0	0	0
8655	1	1	0	0	0
8656	0	0	0	0	0
8657	2	2	0	0	0
8658	2	2	0	0	0
8659	0	0	0	0	0
8660	1	1	0	0	0
8661	3	3	0	0	0
8662	2	2	0	0	0
8663	2	2	0	0	0
8664	2	2	0	0	0
8665	2	2	0	0	0
8666	5	5	0	0	0
8667	4	4	0	0	0
8668	1	1	0	0	0
8669	1	1	0	0	0
8670	2	2	0	0	0
8671	1	1	0	0	0
8672	0	0	0	0	0
8673	1	1	0	0	0
8674	4	4	0	0	0
8675	0	0	0	0	0
8676	3	3	0	0	0
8677	5	5	0	0	0
8678	1	1	0	0	0
